Date,Value
2015-02-17,769047.25304
2015-02-16,735253.322373
2015-02-15,734014.840187
2015-02-14,743325.923645
2015-02-13,1009747.50518
2015-02-12,819424.174578
2015-02-11,868785.527118
2015-02-10,820608.788105
2015-02-09,813074.017463
2015-02-08,640910.269644
2015-02-07,698170.290494
2015-02-06,1017057.81312
2015-02-05,1271930.42116
2015-02-04,1254353.8547
2015-02-03,1169774.19115
2015-02-02,934329.69555
2015-02-01,825510.153693
2015-01-31,771780.317597
2015-01-30,928813.677166
2015-01-29,960905.218458
2015-01-28,928260.255526
2015-01-27,1238580.79385
2015-01-26,1985592.62886
2015-01-25,960414.821701
2015-01-24,1201496.77972
2015-01-23,1062942.25313
2015-01-22,1361930.61691
2015-01-21,1331879.33332
2015-01-20,1340464.0005
2015-01-19,961837.517043
2015-01-18,987549.525829
2015-01-17,1295133.39369
2015-01-16,1973818.74113
2015-01-15,2644489.46786
2015-01-14,2363588.93733
2015-01-13,1638176.18758
2015-01-12,1006862.2269
2015-01-11,1288684.75871
2015-01-10,1161365.52865
2015-01-09,1272129.62835
2015-01-08,1220111.03672
2015-01-07,1286463.67088
2015-01-06,1113410.37336
2015-01-05,1083677.28304
2015-01-04,1193920.56099
2015-01-03,774531.679503
2015-01-02,695649.948409
2015-01-01,489722.073235
2014-12-31,989198.003984
2014-12-30,1118283.6392
2014-12-29,693097.273397
2014-12-28,698406.145954
2014-12-27,711498.405096
2014-12-26,635722.55983
2014-12-25,901768.470146
2014-12-24,1028991.52065
2014-12-23,1095934.41369
2014-12-22,1311029.41774
2014-12-21,597130.430263
2014-12-20,755847.598832
2014-12-19,883379.820862
2014-12-18,1297165.9748
2014-12-17,1013157.42906
2014-12-16,987898.297525
2014-12-15,838145.724525
2014-12-14,602573.156375
2014-12-13,936868.67892
2014-12-12,748838.746605
2014-12-11,826047.188733
2014-12-10,1349030.2628
2014-12-09,1356402.29981
2014-12-08,1393038.48136
2014-12-07,804717.078002
2014-12-06,680509.661279
2014-12-05,1282269.54823
2014-12-04,993707.545622
2014-12-03,1219368.15128
2014-12-02,1337249.83796
2014-12-01,1309082.4502
2014-11-30,990440.120575
2014-11-29,1033732.0938
2014-11-28,1213410.976
2014-11-27,1029359.48563
2014-11-26,1104521.73435
2014-11-25,971907.562731
2014-11-24,684551.847315
2014-11-23,630481.049042
2014-11-22,1010860.91661
2014-11-21,1154314.51645
2014-11-20,1049769.08983
2014-11-19,932714.638399
2014-11-18,1003526.48398
2014-11-17,810899.075343
2014-11-16,696352.42901
2014-11-15,818788.582349
2014-11-14,1507331.41189
2014-11-13,1238485.91957
2014-11-12,987906.621628
2014-11-11,696341.698642
2014-11-10,892187.114242
2014-11-09,527379.886903
2014-11-08,610662.429479
2014-11-07,878920.594059
2014-11-06,748729.864257
2014-11-05,1152156.04524
2014-11-04,923157.212577
2014-11-03,1042661.3117
2014-11-02,559357.271166
2014-11-01,827309.28921
2014-10-31,1213778.65959
2014-10-30,713144.344889
2014-10-29,785066.400801
2014-10-28,831304.765164
2014-10-27,1047668.33218
2014-10-26,869465.611571
2014-10-25,967324.38188
2014-10-24,729895.512446
2014-10-23,1056703.00106
2014-10-22,856126.741995
2014-10-21,597224.093844
2014-10-20,779840.440892
2014-10-19,469915.196832
2014-10-18,623439.826932
2014-10-17,941743.990309
2014-10-16,1054418.56352
2014-10-15,1182079.05356
2014-10-14,901154.578773
2014-10-13,763961.063203
2014-10-12,462113.008886
2014-10-11,700669.807512
2014-10-10,919976.990281
2014-10-09,1095727.48307
2014-10-08,767509.055483
2014-10-07,877334.114705
2014-10-06,1220734.77883
2014-10-05,832748.700077
2014-10-04,701363.387795
2014-10-03,646978.005497
2014-10-02,624053.19042
2014-10-01,731277.105689
2014-09-30,631639.835305
2014-09-29,654029.329228
2014-09-28,453805.817563
2014-09-27,532351.156041
2014-09-26,596150.468118
2014-09-25,686077.581674
2014-09-24,957227.81909
2014-09-23,738732.141187
2014-09-22,507462.729314
2014-09-21,875032.106063
2014-09-20,720476.681653
2014-09-19,741891.735082
2014-09-18,652489.243619
2014-09-17,462824.868185
2014-09-16,437451.480111
2014-09-15,462681.122412
2014-09-14,332978.297645
2014-09-13,358930.194232
2014-09-12,454009.527628
2014-09-11,466172.259654
2014-09-10,506624.706563
2014-09-09,488189.952232
2014-09-08,519189.741208
2014-09-07,320158.102636
2014-09-06,391892.955391
2014-09-05,446975.739535
2014-09-04,443030.791792
2014-09-03,512676.887924
2014-09-02,574246.066162
2014-09-01,687875.755205
2014-08-31,545659.858164
2014-08-30,643988.266383
2014-08-29,527726.825762
2014-08-28,729893.911345
2014-08-27,1473447.11071
2014-08-26,1849501.09692
2014-08-25,837227.984516
2014-08-24,483183.158608
2014-08-23,667276.921921
2014-08-22,3355242.27404
2014-08-21,613696.605498
2014-08-20,575101.376527
2014-08-19,655716.688396
2014-08-18,978813.380057
2014-08-17,493900.281272
2014-08-16,689805.105895
2014-08-15,796925.764746
2014-08-14,700727.310472
2014-08-13,717606.614441
2014-08-12,764214.677571
2014-08-11,495304.617001
2014-08-10,341775.029474
2014-08-09,420310.581754
2014-08-08,297685.622151
2014-08-07,452393.10865
2014-08-06,560463.96262
2014-08-05,529514.941705
2014-08-04,399294.103675
2014-08-03,444379.29053
2014-08-02,371023.994795
2014-08-01,467637.698937
2014-07-31,442521.555651
2014-07-30,401968.064979
2014-07-29,542927.254693
2014-07-28,443294.082739
2014-07-27,245926.746076
2014-07-26,349792.160654
2014-07-25,504563.972578
2014-07-24,518394.673916
2014-07-23,411686.293898
2014-07-22,409845.879944
2014-07-21,419218.176559
2014-07-20,261004.707931
2014-07-19,348919.263397
2014-07-18,552675.727971
2014-07-17,473771.877985
2014-07-16,567687.7767
2014-07-15,597198.165472
2014-07-14,448907.651251
2014-07-13,503290.924717
2014-07-12,457155.405273
2014-07-11,439592.253131
2014-07-10,509362.754062
2014-07-09,462661.14076
2014-07-08,400562.566875
