Date,Value
2016-03-06,8.76666666667
2016-03-05,8.33333333333
2016-03-04,9.56666666667
2016-03-03,10.8
2016-03-02,9.98333333333
2016-03-01,12.4166666667
2016-02-29,11.4166666667
2016-02-28,8.95
2016-02-27,8.55
2016-02-26,7.46666666667
2016-02-25,8.96666666667
2016-02-24,9.83333333333
2016-02-23,9.16666666667
2016-02-22,10.4
2016-02-21,9.91666666667
2016-02-20,7.9
2016-02-19,9.23333333333
2016-02-18,5.93333333333
2016-02-17,9.5
2016-02-16,8.65
2016-02-15,8.23333333333
2016-02-14,6.21666666667
2016-02-13,7.65
2016-02-12,7.1
2016-02-11,5.98333333333
2016-02-10,7.26666666667
2016-02-09,8.31666666667
2016-02-08,7.73333333333
2016-02-07,6.83333333333
2016-02-06,6.51666666667
2016-02-05,6.16666666667
2016-02-04,6.88333333333
2016-02-03,7.48333333333
2016-02-02,8.66666666667
2016-02-01,8.55
2016-01-31,6.81666666667
2016-01-30,7.25
2016-01-29,7.05
2016-01-28,9.55
2016-01-27,7.66666666667
2016-01-26,8.51666666667
2016-01-25,6.9
2016-01-24,8.03333333333
2016-01-23,6.48333333333
2016-01-22,8.33333333333
2016-01-21,9.16666666667
2016-01-20,8.58333333333
2016-01-19,8.31666666667
2016-01-18,5.95
2016-01-17,8.43333333333
2016-01-16,9.3
2016-01-15,10.5
2016-01-14,8.88333333333
2016-01-13,7.45
2016-01-12,6.73333333333
2016-01-11,6.7
2016-01-10,6.68333333333
2016-01-09,7.21666666667
2016-01-08,7.21666666667
2016-01-07,10.0
2016-01-06,9.45
2016-01-05,6.73333333333
2016-01-04,6.38333333333
2016-01-03,7.13333333333
2016-01-02,10.0333333333
2016-01-01,7.78333333333
2015-12-31,7.43333333333
2015-12-30,7.08333333333
2015-12-29,8.41666666667
2015-12-28,7.11666666667
2015-12-27,6.01666666667
2015-12-26,6.06666666667
2015-12-25,8.53333333333
2015-12-24,9.11666666667
2015-12-23,7.86666666667
2015-12-22,8.45
2015-12-21,7.68333333333
2015-12-20,6.41666666667
2015-12-19,7.8
2015-12-18,7.46666666667
2015-12-17,7.65
2015-12-16,7.53333333333
2015-12-15,6.18333333333
2015-12-14,7.91666666667
2015-12-13,8.45
2015-12-12,8.45
2015-12-11,7.93333333333
2015-12-10,6.8
2015-12-09,6.41666666667
2015-12-08,7.78333333333
2015-12-07,8.03333333333
2015-12-06,7.3
2015-12-05,7.71666666667
2015-12-04,8.93333333333
2015-12-03,8.8
2015-12-02,8.36666666667
2015-12-01,6.76666666667
2015-11-30,11.2166666667
2015-11-29,7.71666666667
2015-11-28,8.3
2015-11-27,8.85
2015-11-26,8.23333333333
2015-11-25,7.21666666667
2015-11-24,8.71666666667
2015-11-23,8.4
2015-11-22,7.03333333333
2015-11-21,7.25
2015-11-20,7.525
2015-11-19,10.5
2015-11-18,8.93333333333
2015-11-17,8.18333333333
2015-11-16,7.03333333333
2015-11-15,8.11666666667
2015-11-14,9.33333333333
