Date,24h Average,Ask,Bid,Last,Total Volume
2012-12-30,13.41,,,,13857.1
2012-12-29,13.47,,,,27808.65
2012-12-28,13.38,,,,30944.49
2012-12-27,13.32,,,,24556.32
2012-12-26,13.3,,,,19006.14
2012-12-25,13.29,,,,15642.04
2012-12-24,13.34,,,,19562.39
2012-12-23,13.21,,,,25849.15
2012-12-22,13.36,,,,18573.4
2012-12-21,13.45,,,,31065.18
2012-12-20,13.45,,,,41102.42
2012-12-19,13.34,,,,47991.84
2012-12-18,13.2,,,,29564.0
2012-12-17,13.18,,,,73051.61
2012-12-16,13.35,,,,46291.31
2012-12-15,13.51,,,,17542.09
2012-12-14,13.57,,,,77911.06
2012-12-13,13.62,,,,31077.61
2012-12-12,13.57,,,,43791.71
2012-12-11,13.47,,,,32268.06
2012-12-10,13.36,,,,34636.18
2012-12-09,13.22,,,,31278.72
2012-12-08,13.43,,,,15035.46
2012-12-07,13.32,,,,42176.21
2012-12-06,13.37,,,,53775.91
2012-12-05,13.25,,,,35903.0
2012-12-04,12.98,,,,72189.04
2012-12-03,12.52,,,,35479.17
2012-12-02,12.51,,,,17544.52
2012-12-01,12.53,,,,18864.06
2012-11-30,12.51,,,,29914.19
2012-11-29,12.39,,,,33220.13
2012-11-28,12.25,,,,37384.25
2012-11-27,12.07,,,,42522.06
2012-11-26,12.34,,,,42345.29
2012-11-25,12.46,,,,27182.54
2012-11-24,12.34,,,,22289.96
2012-11-23,12.25,,,,23456.66
2012-11-22,12.03,,,,72827.06
2012-11-21,11.69,,,,24904.22
2012-11-20,11.68,,,,31729.4
2012-11-19,11.67,,,,34362.57
2012-11-18,11.68,,,,19002.6
2012-11-17,11.64,,,,22861.43
2012-11-16,11.44,,,,71109.72
2012-11-15,11.04,,,,37641.72
2012-11-14,10.93,,,,27473.31
2012-11-13,10.95,,,,22279.24
2012-11-12,10.93,,,,47678.8
2012-11-11,10.72,,,,17455.0
2012-11-10,10.83,,,,15512.98
2012-11-09,10.81,,,,19607.82
2012-11-08,10.85,,,,33039.05
2012-11-07,10.92,,,,39218.3
2012-11-06,10.76,,,,33778.21
2012-11-05,10.63,,,,34120.42
2012-11-04,10.55,,,,24983.78
2012-11-03,10.48,,,,23415.75
2012-11-02,10.54,,,,32224.55
2012-11-01,10.92,,,,55264.75
2012-10-31,10.99,,,,46251.5
2012-10-30,10.7,,,,33111.96
2012-10-29,10.61,,,,44750.23
2012-10-28,10.53,,,,25587.27
2012-10-27,10.35,,,,51384.62
2012-10-26,10.28,,,,106642.45
2012-10-25,11.02,,,,92861.45
2012-10-24,11.62,,,,27142.88
2012-10-23,11.69,,,,61934.65
2012-10-22,11.65,,,,44351.68
2012-10-21,11.61,,,,13272.01
2012-10-20,11.69,,,,25415.8
2012-10-19,11.73,,,,35461.38
2012-10-18,11.85,,,,25350.12
2012-10-17,11.83,,,,28917.74
2012-10-16,11.78,,,,43937.75
2012-10-15,11.68,,,,33192.16
2012-10-14,11.82,,,,25397.74
2012-10-13,11.88,,,,17933.5
2012-10-12,12.03,,,,24497.5
2012-10-11,12.0,,,,24797.92
2012-10-10,12.01,,,,34123.19
2012-10-09,11.97,,,,51277.94
2012-10-08,11.25,,,,104904.54
2012-10-07,12.01,,,,69334.49
2012-10-06,12.56,,,,27373.05
2012-10-05,12.68,,,,38600.62
2012-10-04,12.84,,,,45182.37
2012-10-03,12.75,,,,45955.38
2012-10-02,12.56,,,,64776.82
2012-10-01,12.28,,,,34870.12
2012-09-30,12.35,,,,8988.13
2012-09-29,12.36,,,,20366.46
2012-09-28,12.3,,,,32460.78
2012-09-27,12.27,,,,25350.73
2012-09-26,12.19,,,,28237.39
2012-09-25,12.06,,,,26572.57
2012-09-24,12.06,,,,34894.0
2012-09-23,11.99,,,,43087.01
2012-09-22,12.2,,,,16883.95
2012-09-21,12.26,,,,39632.85
2012-09-20,12.47,,,,36550.42
2012-09-19,12.39,,,,46488.63
2012-09-18,12.03,,,,48650.96
2012-09-17,11.86,,,,32445.04
2012-09-16,11.86,,,,33453.18
2012-09-15,11.69,,,,17872.55
2012-09-14,11.56,,,,48362.47
2012-09-13,11.33,,,,24141.76
2012-09-12,11.19,,,,64111.18
2012-09-11,11.08,,,,75121.59
2012-09-10,11.03,,,,47204.29
2012-09-09,11.03,,,,16380.47
2012-09-08,10.97,,,,28322.97
2012-09-07,11.1,,,,39152.61
2012-09-06,10.94,,,,74206.45
2012-09-05,10.73,,,,65899.54
2012-09-04,10.3,,,,38972.25
2012-09-03,10.34,,,,25474.93
2012-09-02,10.04,,,,27734.48
2012-09-01,9.99,,,,25437.8
2012-08-31,10.19,,,,72571.66
2012-08-30,10.75,,,,33838.4
2012-08-29,10.84,,,,59451.87
2012-08-28,10.89,,,,63646.47
2012-08-27,11.18,,,,185233.96
2012-08-26,10.55,,,,28418.87
2012-08-25,10.44,,,,42241.23
2012-08-24,10.26,,,,98993.86
2012-08-23,10.0,,,,60424.94
2012-08-22,9.91,,,,78584.19
2012-08-21,10.03,,,,78668.01
2012-08-20,9.51,,,,204044.64
2012-08-19,9.09,,,,249729.48
2012-08-18,11.86,,,,92818.45
2012-08-17,13.31,,,,235650.61
2012-08-16,13.22,,,,103915.27
2012-08-15,12.6,,,,63282.19
2012-08-14,12.08,,,,48977.86
2012-08-13,11.75,,,,64277.98
2012-08-12,11.62,,,,33231.76
2012-08-11,11.49,,,,23214.23
2012-08-10,11.37,,,,73648.72
2012-08-09,11.32,,,,110042.08
2012-08-08,11.01,,,,36054.13
2012-08-07,10.81,,,,49110.5
2012-08-06,10.87,,,,58822.31
2012-08-05,10.6,,,,74893.19
2012-08-04,10.99,,,,56356.48
2012-08-03,10.71,,,,68492.76
2012-08-02,10.1,,,,133500.85
2012-08-01,9.4,,,,77790.61
2012-07-31,9.24,,,,72372.2
2012-07-30,8.92,,,,58025.42
2012-07-29,8.76,,,,13047.72
2012-07-28,8.85,,,,18784.9
2012-07-27,8.88,,,,28979.01
2012-07-26,8.75,,,,35892.42
2012-07-25,8.58,,,,69053.13
2012-07-24,8.61,,,,45954.35
2012-07-23,8.46,,,,156081.22
2012-07-22,8.61,,,,32479.96
2012-07-21,8.87,,,,144540.61
2012-07-20,8.2,,,,159917.65
2012-07-19,9.08,,,,53925.27
2012-07-18,9.0,,,,115863.21
2012-07-17,8.33,,,,219914.13
2012-07-16,8.05,,,,111331.33
2012-07-15,7.57,,,,29043.65
2012-07-14,7.59,,,,17583.27
2012-07-13,7.63,,,,69318.06
2012-07-12,7.28,,,,70243.04
2012-07-11,7.1,,,,44687.51
2012-07-10,7.09,,,,77769.99
2012-07-09,6.86,,,,73697.58
2012-07-08,6.77,,,,21116.88
2012-07-07,6.76,,,,42251.16
2012-07-06,6.63,,,,47667.23
2012-07-05,6.64,,,,50333.45
2012-07-04,6.5,,,,38970.5
2012-07-03,6.55,,,,76599.93
2012-07-02,6.68,,,,43933.47
2012-07-01,6.6,,,,25330.1
2012-06-30,6.64,,,,27561.15
2012-06-29,6.59,,,,38683.2
2012-06-28,6.56,,,,49106.69
2012-06-27,6.52,,,,58209.52
2012-06-26,6.38,,,,57115.29
2012-06-25,6.3,,,,71616.14
2012-06-24,6.38,,,,40691.77
2012-06-23,6.48,,,,25262.29
2012-06-22,6.58,,,,60850.21
2012-06-21,6.68,,,,54898.3
2012-06-20,6.6,,,,71171.79
2012-06-19,6.43,,,,48431.62
2012-06-18,6.26,,,,51429.69
2012-06-17,6.31,,,,54035.76
2012-06-16,6.45,,,,90218.81
2012-06-15,6.1,,,,73004.44
2012-06-14,5.88,,,,44520.73
2012-06-13,5.85,,,,64507.92
2012-06-12,5.62,,,,93311.58
2012-06-11,5.49,,,,47167.89
2012-06-10,5.46,,,,32005.42
2012-06-09,5.57,,,,44492.86
2012-06-08,5.61,,,,61181.09
2012-06-07,5.49,,,,54470.68
2012-06-06,5.43,,,,45219.39
2012-06-05,5.38,,,,90656.65
2012-06-04,5.23,,,,54323.51
2012-06-03,5.19,,,,16266.07
2012-06-02,5.21,,,,20113.96
2012-06-01,5.23,,,,50232.96
2012-05-31,5.15,,,,44661.34
2012-05-30,5.13,,,,44846.12
2012-05-29,5.1,,,,66644.92
2012-05-28,5.11,,,,32343.98
2012-05-27,5.08,,,,21810.05
2012-05-26,5.09,,,,23228.41
2012-05-25,5.1,,,,29328.53
2012-05-24,5.11,,,,32712.16
2012-05-23,5.12,,,,58979.29
2012-05-22,5.07,,,,49853.61
2012-05-21,5.07,,,,44937.69
2012-05-20,5.1,,,,21998.3
2012-05-19,5.09,,,,26725.79
2012-05-18,5.09,,,,57383.59
2012-05-17,5.07,,,,30047.27
2012-05-16,5.06,,,,75923.36
2012-05-15,4.99,,,,54264.45
2012-05-14,4.98,,,,57834.77
2012-05-13,4.95,,,,16229.36
2012-05-12,4.94,,,,25803.42
2012-05-11,4.92,,,,70556.8
2012-05-10,4.95,,,,78061.25
2012-05-09,5.04,,,,44314.25
2012-05-08,5.02,,,,72979.72
2012-05-07,5.03,,,,50476.44
2012-05-06,5.04,,,,23482.3
2012-05-05,5.04,,,,24771.14
2012-05-04,5.11,,,,48139.82
2012-05-03,5.08,,,,40204.15
2012-05-02,5.07,,,,104859.74
2012-05-01,4.96,,,,38468.0
2012-04-30,4.94,,,,59158.68
2012-04-29,4.94,,,,23229.31
2012-04-28,4.96,,,,95364.25
2012-04-27,5.07,,,,28907.87
2012-04-26,5.07,,,,64780.5
2012-04-25,5.12,,,,39131.01
2012-04-24,5.06,,,,81969.36
2012-04-23,5.12,,,,54538.37
2012-04-22,5.18,,,,39302.21
2012-04-21,5.27,,,,63914.19
2012-04-20,5.22,,,,111485.44
2012-04-19,5.13,,,,56162.11
2012-04-18,5.07,,,,86727.91
2012-04-17,4.95,,,,33894.46
2012-04-16,4.91,,,,42116.87
2012-04-15,4.92,,,,34633.22
2012-04-14,4.97,,,,68489.72
2012-04-13,4.85,,,,102566.45
2012-04-12,4.86,,,,56477.15
2012-04-11,4.88,,,,71299.88
2012-04-10,4.8,,,,61971.73
2012-04-09,4.75,,,,43886.22
2012-04-08,4.71,,,,44932.46
2012-04-07,4.8,,,,84456.12
2012-04-06,4.93,,,,62942.73
2012-04-05,4.9,,,,38277.52
2012-04-04,4.91,,,,57336.28
2012-04-03,4.9,,,,80447.8
2012-04-02,4.92,,,,87369.1
2012-04-01,4.78,,,,38084.05
2012-03-31,4.88,,,,37531.15
2012-03-30,4.77,,,,44664.89
2012-03-29,4.73,,,,43595.84
2012-03-28,4.79,,,,39295.33
2012-03-27,4.66,,,,77518.59
2012-03-26,4.64,,,,72253.66
2012-03-25,4.5,,,,73543.36
2012-03-24,4.65,,,,40124.4
2012-03-23,4.69,,,,56575.33
2012-03-22,4.75,,,,62474.51
2012-03-21,4.81,,,,48284.29
2012-03-20,4.79,,,,68414.9
2012-03-19,4.88,,,,191687.46
2012-03-18,5.22,,,,26124.69
2012-03-17,5.31,,,,40292.56
2012-03-16,5.33,,,,34279.84
2012-03-15,5.3,,,,44431.88
2012-03-14,5.35,,,,66557.18
2012-03-13,5.15,,,,131788.79
2012-03-12,4.87,,,,24334.29
2012-03-11,4.89,,,,44034.84
2012-03-10,4.8,,,,29747.44
2012-03-09,4.89,,,,34399.55
2012-03-08,4.87,,,,59191.1
2012-03-07,4.92,,,,48072.34
2012-03-06,4.97,,,,46425.13
2012-03-05,4.93,,,,68645.8
2012-03-04,4.8,,,,59641.4
2012-03-03,4.67,,,,41061.89
2012-03-02,4.69,,,,131794.73
2012-03-01,4.92,,,,46227.35
2012-02-29,4.82,,,,28961.23
2012-02-28,4.87,,,,64203.91
2012-02-27,4.93,,,,31086.06
2012-02-26,4.95,,,,71192.69
2012-02-25,4.88,,,,86781.01
2012-02-24,4.97,,,,91451.54
2012-02-23,4.82,,,,166366.72
2012-02-22,4.44,,,,105451.97
2012-02-21,4.31,,,,53194.52
2012-02-20,4.37,,,,39136.55
2012-02-19,4.35,,,,63161.55
2012-02-18,4.27,,,,71150.88
2012-02-17,4.46,,,,137178.35
2012-02-16,4.19,,,,167515.15
2012-02-15,4.58,,,,162859.25
2012-02-14,4.7,,,,299210.01
2012-02-13,5.34,,,,171158.03
2012-02-12,5.6,,,,83126.79
2012-02-11,5.7,,,,70863.96
2012-02-10,5.87,,,,40471.4
2012-02-09,5.75,,,,91046.61
2012-02-08,5.64,,,,239256.37
2012-02-07,5.62,,,,73672.9
2012-02-06,5.55,,,,90794.3
2012-02-05,5.68,,,,121375.76
2012-02-04,5.92,,,,21085.53
2012-02-03,5.92,,,,60462.79
2012-02-02,6.03,,,,55553.16
2012-02-01,5.82,,,,116746.22
2012-01-31,5.53,,,,49164.86
2012-01-30,5.51,,,,42757.95
2012-01-29,5.48,,,,47093.57
2012-01-28,5.57,,,,90550.07
2012-01-27,5.29,,,,117072.29
2012-01-26,5.59,,,,124483.63
2012-01-25,5.88,,,,133966.24
2012-01-24,6.3,,,,36081.52
2012-01-23,6.29,,,,18596.26
2012-01-22,6.29,,,,45282.24
2012-01-21,6.29,,,,65100.95
2012-01-20,6.44,,,,67356.71
2012-01-19,6.18,,,,115458.7
2012-01-18,5.98,,,,227363.99
2012-01-17,6.04,,,,214178.93
2012-01-16,6.83,,,,123869.49
2012-01-15,6.9,,,,62699.0
2012-01-14,6.59,,,,142982.47
2012-01-13,6.61,,,,61030.15
2012-01-12,6.74,,,,141157.89
2012-01-11,6.81,,,,100713.58
2012-01-10,6.4,,,,110797.84
2012-01-09,6.47,,,,149622.35
2012-01-08,7.03,,,,59204.52
2012-01-07,6.72,,,,48824.63
2012-01-06,6.79,,,,220874.48
2012-01-05,6.2,,,,184803.98
2012-01-04,5.25,,,,132302.61
2012-01-03,4.95,,,,126201.41
2012-01-02,5.21,,,,69590.26
2012-01-01,5.1,,,,109715.97
2011-12-31,4.6,,,,131056.91
2011-12-30,4.19,,,,41730.95
2011-12-29,4.22,,,,53844.05
2011-12-28,4.14,,,,34619.22
2011-12-27,4.02,,,,31427.07
2011-12-26,4.04,,,,89435.39
2011-12-25,4.14,,,,81062.98
2011-12-24,3.92,,,,15579.42
2011-12-23,3.9,,,,21101.04
2011-12-22,3.79,,,,57621.99
2011-12-21,3.93,,,,49632.1
2011-12-20,3.97,,,,187493.36
2011-12-19,3.41,,,,141522.49
2011-12-18,3.2,,,,11370.34
2011-12-17,3.19,,,,16957.0
2011-12-16,3.18,,,,30928.62
2011-12-15,3.17,,,,30782.06
2011-12-14,3.12,,,,73772.18
2011-12-13,3.21,,,,33480.66
2011-12-12,3.18,,,,40857.21
2011-12-11,3.2,,,,109957.11
2011-12-10,3.04,,,,75433.74
2011-12-09,2.99,,,,35346.14
2011-12-08,2.95,,,,41242.33
2011-12-07,3.0,,,,59401.09
2011-12-06,2.98,,,,57102.26
2011-12-05,2.87,,,,31533.18
2011-12-04,2.75,,,,95772.81
2011-12-03,2.93,,,,123933.65
2011-12-02,3.1,,,,58549.86
2011-12-01,3.05,,,,65503.57
2011-11-30,2.91,,,,121003.03
2011-11-29,2.79,,,,181329.33
2011-11-28,2.51,,,,42519.93
2011-11-27,2.46,,,,23125.54
2011-11-26,2.48,,,,36412.63
2011-11-25,2.47,,,,45361.86
2011-11-24,2.42,,,,88867.34
2011-11-23,2.32,,,,41113.77
2011-11-22,2.31,,,,35273.62
2011-11-21,2.23,,,,43745.57
2011-11-20,2.28,,,,80777.15
2011-11-19,2.17,,,,79753.9
2011-11-18,2.14,,,,99565.69
2011-11-17,2.23,,,,120547.36
2011-11-16,2.46,,,,44834.6
2011-11-15,2.3,,,,77616.0
2011-11-14,2.51,,,,384475.29
2011-11-13,3.0,,,,9780.33
2011-11-12,3.06,,,,20995.48
2011-11-11,2.97,,,,45292.63
2011-11-10,2.87,,,,34708.29
2011-11-09,3.0,,,,52850.96
2011-11-08,3.09,,,,62115.94
2011-11-07,3.0,,,,24480.55
2011-11-06,2.96,,,,17543.6
2011-11-05,3.01,,,,53518.09
2011-11-04,3.13,,,,40625.69
2011-11-03,3.21,,,,24922.18
2011-11-02,3.23,,,,32727.8
2011-11-01,3.19,,,,38666.72
2011-10-31,3.19,,,,31543.0
2011-10-30,3.38,,,,51820.79
2011-10-29,3.54,,,,80533.65
2011-10-28,3.11,,,,53410.78
2011-10-27,2.92,,,,59449.56
2011-10-26,2.75,,,,30326.81
2011-10-25,2.74,,,,102426.43
2011-10-24,2.81,,,,92803.84
2011-10-23,3.08,,,,37764.56
2011-10-22,3.01,,,,121360.17
2011-10-21,2.54,,,,73851.07
2011-10-20,2.31,,,,49371.88
2011-10-19,2.28,,,,102479.86
2011-10-18,2.62,,,,88365.65
2011-10-17,2.85,,,,208676.35
2011-10-16,3.64,,,,37512.1
2011-10-15,3.89,,,,42895.66
2011-10-14,4.0,,,,21444.18
2011-10-13,4.08,,,,20669.62
2011-10-12,4.07,,,,70098.1
2011-10-11,3.95,,,,41837.43
2011-10-10,4.1,,,,17580.38
2011-10-09,4.19,,,,38169.59
2011-10-08,4.03,,,,40238.24
2011-10-07,4.29,,,,98871.79
2011-10-06,4.68,,,,57609.01
2011-10-05,4.86,,,,20570.04
2011-10-04,4.9,,,,20007.76
2011-10-03,4.94,,,,19569.47
2011-10-02,4.98,,,,10982.6
2011-10-01,5.05,,,,23967.33
2011-09-30,5.01,,,,42893.6
2011-09-29,4.7,,,,16923.63
2011-09-28,4.74,,,,35035.38
2011-09-27,4.84,,,,32240.24
2011-09-26,4.95,,,,58824.78
2011-09-25,5.32,,,,12219.25
2011-09-24,5.41,,,,20257.37
2011-09-23,5.59,,,,57873.1
2011-09-22,5.49,,,,35211.01
2011-09-21,5.62,,,,71983.35
2011-09-20,6.1,,,,120257.28
2011-09-19,5.26,,,,52915.08
2011-09-18,5.11,,,,47284.85
2011-09-17,4.77,,,,23095.8
2011-09-16,4.81,,,,32338.46
2011-09-15,4.97,,,,88688.37
2011-09-14,5.55,,,,45360.18
2011-09-13,5.79,,,,26147.95
2011-09-12,6.04,,,,64182.61
2011-09-11,6.06,,,,145150.7
2011-09-10,5.03,,,,44639.39
2011-09-09,5.31,,,,217540.23
2011-09-08,6.8,,,,31944.44
2011-09-07,7.03,,,,49687.4
2011-09-06,6.73,,,,82558.56
2011-09-05,7.62,,,,30846.84
2011-09-04,8.17,,,,19719.6
2011-09-03,8.53,,,,6975.23
2011-09-02,8.44,,,,16836.29
2011-09-01,8.22,,,,11912.68
2011-08-31,8.35,,,,19683.08
2011-08-30,8.78,,,,11810.88
2011-08-29,8.93,,,,21685.29
2011-08-28,8.97,,,,24159.85
2011-08-27,8.63,,,,22010.04
2011-08-26,8.65,,,,83026.56
2011-08-25,10.01,,,,55547.42
2011-08-24,10.94,,,,7852.55
2011-08-23,11.03,,,,12797.1
2011-08-22,11.03,,,,37055.32
2011-08-21,11.38,,,,8787.2
2011-08-20,11.49,,,,9940.27
2011-08-19,11.4,,,,33765.21
2011-08-18,10.9,,,,8222.8
2011-08-17,10.88,,,,22939.98
2011-08-16,11.05,,,,15334.63
2011-08-15,11.3,,,,38183.53
2011-08-14,10.61,,,,44142.85
2011-08-13,9.8,,,,29759.76
2011-08-12,9.32,,,,41592.12
2011-08-11,9.47,,,,58114.56
2011-08-10,10.0,,,,24254.45
2011-08-09,9.72,,,,114472.78
2011-08-08,7.74,,,,34042.22
2011-08-07,7.72,,,,89830.96
2011-08-06,7.82,,,,102411.73
2011-08-05,10.27,,,,30765.69
2011-08-04,10.58,,,,50094.1
2011-08-03,10.45,,,,90287.33
2011-08-02,12.39,,,,57242.69
2011-08-01,13.17,,,,21748.09
2011-07-31,13.52,,,,45723.44
2011-07-30,13.53,,,,6104.38
2011-07-29,13.51,,,,7257.51
2011-07-28,13.61,,,,32738.27
2011-07-27,13.96,,,,11508.66
2011-07-26,13.91,,,,16793.86
2011-07-25,14.2,,,,31577.96
2011-07-24,13.86,,,,26623.26
2011-07-23,13.64,,,,22455.6
2011-07-22,13.65,,,,15165.62
2011-07-21,13.66,,,,25018.37
2011-07-20,13.69,,,,23177.9
2011-07-19,14.04,,,,67575.61
2011-07-18,13.03,,,,75896.31
2011-07-17,13.34,,,,34375.47
2011-07-16,13.62,,,,17264.49
2011-07-15,13.9,,,,24819.54
2011-07-14,13.93,,,,17661.16
2011-07-13,14.03,,,,10338.15
2011-07-12,14.15,,,,26356.51
2011-07-11,14.37,,,,49160.01
2011-07-10,15.08,,,,45284.42
2011-07-09,14.39,,,,11909.17
2011-07-08,14.35,,,,34853.42
2011-07-07,15.16,,,,54465.7
2011-07-06,14.8,,,,111818.32
2011-07-05,12.8,,,,84081.15
2011-07-04,14.48,,,,52276.99
2011-07-03,15.48,,,,16792.29
2011-07-02,15.53,,,,19453.24
2011-07-01,15.9,,,,33284.45
2011-06-30,16.51,,,,34961.19
2011-06-29,16.88,,,,21043.37
2011-06-28,16.93,,,,24398.15
2011-06-27,17.01,,,,31452.54
2011-06-26,15.59,,,,15053.93
2011-06-19,17.77,,,,30176.74
2011-06-18,16.04,,,,35536.55
2011-06-17,15.51,,,,108623.77
2011-06-16,18.86,,,,49202.14
2011-06-15,19.68,,,,27711.9
2011-06-14,19.25,,,,36155.99
2011-06-13,20.11,,,,73421.79
2011-06-12,16.21,,,,151194.16
2011-06-11,17.61,,,,121869.97
2011-06-10,24.67,,,,92208.2
2011-06-09,29.58,,,,62933.66
2011-06-08,27.25,,,,104925.16
2011-06-07,19.9,,,,53715.04
2011-06-06,18.46,,,,55092.47
2011-06-05,17.32,,,,24278.97
2011-06-04,16.41,,,,44475.34
2011-06-03,13.08,,,,72980.24
2011-06-02,10.11,,,,41047.27
2011-06-01,9.21,,,,43479.96
2011-05-31,8.88,,,,45794.43
2011-05-30,8.72,,,,17680.15
2011-05-29,8.3,,,,7487.54
2011-05-28,8.45,,,,12247.72
2011-05-27,8.67,,,,14431.84
2011-05-26,8.55,,,,28644.99
2011-05-25,7.98,,,,64049.94
2011-05-24,7.23,,,,29282.48
2011-05-23,7.1,,,,35279.88
2011-05-22,6.47,,,,23872.15
2011-05-21,5.97,,,,31111.9
2011-05-20,6.28,,,,44460.44
2011-05-19,6.96,,,,24436.41
2011-05-18,7.14,,,,25403.44
2011-05-17,7.52,,,,35345.46
2011-05-16,7.77,,,,44141.41
2011-05-15,6.74,,,,18294.87
2011-05-14,7.86,,,,55390.45
2011-05-13,7.48,,,,64003.37
2011-05-12,5.83,,,,31722.46
2011-05-11,5.35,,,,52569.15
2011-05-10,4.74,,,,56217.32
2011-05-09,3.8,,,,11520.93
2011-05-08,3.77,,,,21132.51
2011-05-07,3.61,,,,17833.29
2011-05-06,3.48,,,,23014.7
2011-05-05,3.41,,,,15350.34
2011-05-04,3.44,,,,17278.29
2011-05-03,3.32,,,,16919.18
2011-05-02,3.24,,,,18333.83
2011-05-01,3.14,,,,45772.07
2011-04-30,3.29,,,,65427.8
2011-04-29,2.59,,,,57577.32
2011-04-28,2.03,,,,100238.23
2011-04-27,1.89,,,,33055.26
2011-04-26,1.67,,,,24054.31
2011-04-25,1.58,,,,13471.6
2011-04-24,1.67,,,,21541.69
2011-04-23,1.55,,,,66620.36
2011-04-22,1.29,,,,39415.39
2011-04-21,1.18,,,,39295.69
2011-04-20,1.16,,,,21344.95
2011-04-19,1.18,,,,12556.73
2011-04-18,1.15,,,,27478.69
2011-04-17,1.08,,,,24225.7
2011-04-16,1.04,,,,28869.3
2011-04-15,1.0,,,,50304.61
2011-04-14,0.95,,,,31111.88
2011-04-13,0.93,,,,43397.56
2011-04-12,0.85,,,,48417.6
2011-04-11,0.77,,,,14645.93
2011-04-10,0.74,,,,5348.98
2011-04-09,0.74,,,,12119.4
2011-04-08,0.76,,,,18207.3
2011-04-07,0.75,,,,10832.99
2011-04-06,0.72,,,,8703.95
2011-04-05,0.67,,,,9730.3
2011-04-04,0.69,,,,31155.46
2011-04-03,0.78,,,,3931.39
2011-04-02,0.79,,,,2493.59
2011-04-01,0.78,,,,3186.77
2011-03-31,0.79,,,,6875.08
2011-03-30,0.79,,,,3218.22
2011-03-29,0.79,,,,4215.02
2011-03-28,0.81,,,,12565.15
2011-03-27,0.83,,,,5337.15
2011-03-26,0.87,,,,11756.42
2011-03-25,0.88,,,,4819.42
2011-03-24,0.88,,,,14009.37
2011-03-23,0.83,,,,13262.26
2011-03-22,0.78,,,,12147.72
2011-03-21,0.75,,,,3695.96
2011-03-20,0.77,,,,5815.32
2011-03-19,0.76,,,,9875.04
2011-03-18,0.77,,,,14226.22
2011-03-17,0.84,,,,7159.78
2011-03-16,0.85,,,,7929.62
2011-03-15,0.88,,,,2732.16
2011-03-14,0.89,,,,5269.24
2011-03-13,0.9,,,,660.31
2011-03-12,0.9,,,,4822.83
2011-03-11,0.89,,,,3725.51
2011-03-10,0.89,,,,8869.01
2011-03-09,0.85,,,,4546.05
2011-03-08,0.87,,,,4527.85
2011-03-07,0.89,,,,15271.27
2011-03-06,0.85,,,,12626.49
2011-03-05,0.88,,,,12570.59
2011-03-04,0.91,,,,2711.89
2011-03-03,0.92,,,,2746.67
2011-03-02,0.92,,,,2741.87
2011-03-01,0.95,,,,22569.78
2011-02-28,0.88,,,,4651.67
2011-02-27,0.93,,,,23268.75
2011-02-26,0.94,,,,4744.41
2011-02-25,0.96,,,,4461.06
2011-02-24,0.95,,,,13418.69
2011-02-23,0.9,,,,6718.87
2011-02-22,0.88,,,,12095.26
2011-02-21,0.84,,,,1700.12
2011-02-20,0.85,,,,9974.05
2011-02-19,0.91,,,,3798.71
2011-02-18,0.89,,,,36948.16
2011-02-17,1.04,,,,4009.84
2011-02-16,1.04,,,,7192.38
2011-02-15,1.05,,,,8616.58
2011-02-14,1.06,,,,7096.55
2011-02-13,1.05,,,,3240.64
2011-02-12,1.06,,,,4118.92
2011-02-11,0.99,,,,13299.18
2011-02-10,0.96,,,,26559.64
2011-02-09,0.96,,,,49632.5
2011-02-08,0.9,,,,7021.29
2011-02-07,0.86,,,,2264.28
2011-02-06,0.87,,,,8744.11
2011-02-05,0.86,,,,15786.81
2011-02-04,0.8,,,,42222.19
2011-02-03,0.71,,,,8524.5
2011-02-02,0.73,,,,5627.48
2011-02-01,0.74,,,,31562.12
2011-01-31,0.51,,,,63516.08
2011-01-30,0.46,,,,10383.59
2011-01-29,0.44,,,,1448.38
2011-01-28,0.43,,,,5324.5
2011-01-27,0.44,,,,27708.2
2011-01-26,0.41,,,,15564.81
2011-01-25,0.42,,,,2163.72
2011-01-24,0.41,,,,11061.94
2011-01-23,0.44,,,,1148.4
2011-01-22,0.43,,,,10534.27
2011-01-21,0.4,,,,8477.55
2011-01-20,0.35,,,,19881.98
2011-01-19,0.31,,,,7291.63
2011-01-18,0.32,,,,15671.51
2011-01-17,0.35,,,,18241.15
2011-01-16,0.39,,,,2778.71
2011-01-15,0.39,,,,1515.66
2011-01-14,0.39,,,,27130.96
2011-01-13,0.36,,,,20118.9
2011-01-12,0.34,,,,31359.77
2011-01-11,0.32,,,,4857.8
2011-01-10,0.32,,,,10355.83
2011-01-09,0.32,,,,1691.37
2011-01-08,0.31,,,,1629.44
2011-01-07,0.31,,,,42601.12
2011-01-06,0.3,,,,3456.49
2011-01-05,0.3,,,,357.16
2011-01-04,0.29,,,,1879.0
2011-01-03,0.3,,,,1425.19
2011-01-02,0.3,,,,5352.11
2011-01-01,0.3,,,,2821.24
2010-12-31,0.29,,,,1453.72
2010-12-30,0.3,,,,2539.87
2010-12-29,0.29,,,,18609.14
2010-12-28,0.27,,,,15438.71
2010-12-27,0.26,,,,4935.49
2010-12-26,0.25,,,,16584.97
2010-12-25,0.25,,,,703.0
2010-12-24,0.25,,,,5033.25
2010-12-23,0.25,,,,8650.15
2010-12-22,0.25,,,,3800.46
2010-12-21,0.25,,,,9225.79
